MINISTERE DU BUDGET,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,REPUBLIQUE DE GUINEE,Unnamed: 15,Unnamed: 16,Unnamed: 17,Source,NUMERO,Annee,Mois,REGIE,CATEGORIE,RUBRIQUES,CODE,ID,Prevision,Realisation,ÉCART,Taux,Mois_num,Date
DIRECTION GENERALE  DES DOUANES,,,,,,TABLEAU: N° I,,,,,,,,Travail Justice Solidarité,,,,ABOUBACAR BUDGET,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,ABOUBACAR BUDGET,,,,,,,,,,,,,,
"SUIVI DES RECETTES DOUNAIERES, SUIVANT LE CONTRAT DE PERFORMANCE, LFI 2023",,,,,,,,,,,,,,,,,,ABOUBACAR BUDGET,,,,,,,,,,,,,,
EXERCICE 2023,,,,,,,,,,,,,,,,,,ABOUBACAR BUDGET,,,,,,,,,,,,,,
RUBRIQUES,,,"Janvier-Décembre
2023
(LFI 2023)",Janvier,Février,Mars ,Avril,Mai,Juin,Juillet,Août,Sept,Octobre,Nov,Décembre,Total,Taux,ABOUBACAR BUDGET,,,,,,,,,,,,,,
I  -  PRODUITS PETROLIERS ( en milliers de GNF ),,,,,,,,,,,,,,,,,,ABOUBACAR BUDGET,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,MODELE RECETTE,401.0,2024.0,MAI,DGD,AUTRES PRODUITS,Redevance Traitement Liquidation,RTL,HP,64502865.0,64502865.0,0.0,1.0,5.0,2024-05-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,402.0,2024.0,MAI,DGD,AUTRES PRODUITS,Produit Vente aux Enchéres,PVE,,610156.0,610156.0,0.0,1.0,5.0,2024-05-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,403.0,2024.0,MAI,DGD,AUTRES PRODUITS,Taxe d'Enregistrement,TE,,6849596.0,6849596.0,0.0,1.0,5.0,2024-05-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,404.0,2024.0,MAI,DGD,AUTRES PRODUITS,Taxe Conjoncturelle de Protection,TCP,,2394586.0,2394586.0,0.0,1.0,5.0,2024-05-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,405.0,2024.0,MAI,DGD,AUTRES PRODUITS,Redevance Prèstation Administrative,RPA,,316840.0,316840.0,0.0,1.0,5.0,2024-05-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,406.0,2024.0,MAI,DGD,AUTRES PRODUITS,Amendes et Confiscations douanières,AC,,1254458.0,1254458.0,0.0,1.0,5.0,2024-05-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,407.0,2024.0,MAI,DGD,AUTRES PRODUITS,Droit Fiscal de Sortie ( produits de crue ),DFS,,948349.0,948349.0,0.0,1.0,5.0,2024-05-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,408.0,2024.0,MAI,DGD,AUTRES PRODUITS,Autres Comptes à Recevoir (Exclos),ACR,,724492.0,724492.0,0.0,1.0,5.0,2024-05-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,409.0,2024.0,MAI,DGD,RECETTES D'ORDRES,Redevance Entretien Routier,RER,P,75546604.0,75546604.0,0.0,1.0,5.0,2024-05-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,410.0,2024.0,MAI,DGD,RECETTES D'ORDRES,Chèque Trésor Série Spécial ,CTSS,,10158668.0,10158668.0,0.0,1.0,5.0,2024-05-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,411.0,2024.0,JUIN,DGD,PRODUITS PETROLIERS,Taxe sur la Valeur Ajoutée,TVA,P,110686854.0,110686854.0,0.0,1.0,6.0,2024-06-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,412.0,2024.0,JUIN,DGD,PRODUITS PETROLIERS,Taxe Specifique sur les Produits Petroliers,TSPP,P,2484616.0,2484616.0,0.0,1.0,6.0,2024-06-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,413.0,2024.0,JUIN,DGD,PRODUITS PETROLIERS,Droit Fiscal à L'Importation,DFI,P,64120711.0,64120711.0,0.0,1.0,6.0,2024-06-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,414.0,2024.0,JUIN,DGD,PRODUITS PETROLIERS,Taxe d'Entreposage,TEN,P,9912189.0,9912189.0,0.0,1.0,6.0,2024-06-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,415.0,2024.0,JUIN,DGD,PRODUITS PETROLIERS,Redevance Traitement Liquidation,RTL,P,20971145.0,20971145.0,0.0,1.0,6.0,2024-06-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,416.0,2024.0,JUIN,DGD, PRODUITS MINIERS,Taxe à l' Exportation sur les Substances Minières,TESM,,180325129.0,180325129.0,0.0,1.0,6.0,2024-06-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,417.0,2024.0,JUIN,DGD, PRODUITS MINIERS,Taxe à l' Exportation sur la Production Artisanale de l'Or et autres pièrres précieuse ,,,2649165.0,2649165.0,0.0,1.0,6.0,2024-06-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,418.0,2024.0,JUIN,DGD,AUTRES PRODUITS,Taxe sur la Valeur Ajoutée,TVA,HP,242824006.0,242824006.0,0.0,1.0,6.0,2024-06-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,419.0,2024.0,JUIN,DGD,AUTRES PRODUITS,Droits d'Accises ,ACC,,13665432.0,13665432.0,0.0,1.0,6.0,2024-06-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,420.0,2024.0,JUIN,DGD,AUTRES PRODUITS,Droit Fiscal à L'Importation,DFI,HP,227178059.0,227178059.0,0.0,1.0,6.0,2024-06-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,421.0,2024.0,JUIN,DGD,AUTRES PRODUITS,Droit de Magasinage,DM,,30000.0,30000.0,0.0,1.0,6.0,2024-06-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,422.0,2024.0,JUIN,DGD,AUTRES PRODUITS,Taxe d'Entreposage,TEN,HP,1539488.0,1539488.0,0.0,1.0,6.0,2024-06-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,423.0,2024.0,JUIN,DGD,AUTRES PRODUITS,Redevance Traitement Liquidation,RTL,HP,39097031.0,39097031.0,0.0,1.0,6.0,2024-06-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,424.0,2024.0,JUIN,DGD,AUTRES PRODUITS,Produit Vente aux Enchéres,PVE,,584004.0,584004.0,0.0,1.0,6.0,2024-06-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,425.0,2024.0,JUIN,DGD,AUTRES PRODUITS,Taxe d'Enregistrement,TE,,5947294.0,5947294.0,0.0,1.0,6.0,2024-06-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,426.0,2024.0,JUIN,DGD,AUTRES PRODUITS,Taxe Conjoncturelle de Protection,TCP,,2357399.0,2357399.0,0.0,1.0,6.0,2024-06-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,427.0,2024.0,JUIN,DGD,AUTRES PRODUITS,Redevance Prèstation Administrative,RPA,,652836.0,652836.0,0.0,1.0,6.0,2024-06-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,428.0,2024.0,JUIN,DGD,AUTRES PRODUITS,Amendes et Confiscations douanières,AC,,407377.0,407377.0,0.0,1.0,6.0,2024-06-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,429.0,2024.0,JUIN,DGD,AUTRES PRODUITS,Droit Fiscal de Sortie ( produits de crue ),DFS,,407429.0,407429.0,0.0,1.0,6.0,2024-06-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,430.0,2024.0,JUIN,DGD,AUTRES PRODUITS,Autres Comptes à Recevoir (Exclos),ACR,,686591.0,686591.0,0.0,1.0,6.0,2024-06-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,431.0,2024.0,JUIN,DGD,RECETTES D'ORDRES,Redevance Entretien Routier,RER,P,71532870.0,71532870.0,0.0,1.0,6.0,2024-06-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,432.0,2024.0,JUIN,DGD,RECETTES D'ORDRES,Chèque Trésor Série Spécial ,CTSS,,9130856.0,9130856.0,0.0,1.0,6.0,2024-06-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,433.0,2024.0,JUIL,DGD,PRODUITS PETROLIERS,Taxe sur la Valeur Ajoutée,TVA,P,31105320.0,148168465.0,117063145.0,4.763444484737659,7.0,2024-07-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,434.0,2024.0,JUIL,DGD,PRODUITS PETROLIERS,Taxe Specifique sur les Produits Petroliers,TSPP,P,29083667.0,2273094.0,-26810573.0,0.0781570632066444,7.0,2024-07-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,435.0,2024.0,JUIL,DGD,PRODUITS PETROLIERS,Droit Fiscal à L'Importation,DFI,P,29631880.0,74172512.0,44540632.0,2.503132167111908,7.0,2024-07-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,436.0,2024.0,JUIL,DGD,PRODUITS PETROLIERS,Taxe d'Entreposage,TEN,P,6310401.0,5835984.0,-474417.0,0.9248198331611572,7.0,2024-07-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,437.0,2024.0,JUIL,DGD,PRODUITS PETROLIERS,Redevance Traitement Liquidation,RTL,P,69903444.0,21655032.0,-48248412.0,0.3097849084517209,7.0,2024-07-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,438.0,2024.0,JUIL,DGD, PRODUITS MINIERS,Taxe à l' Exportation sur les Substances Minières,TESM,,214815123.0,288193287.0,73378164.0,1.341587514767291,7.0,2024-07-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,439.0,2024.0,JUIL,DGD, PRODUITS MINIERS,Taxe à l' Exportation sur la Production Artisanale de l'Or et autres pièrres précieuse ,,,12574852.0,1170022.0,-11404830.0,0.0930445940834929,7.0,2024-07-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,440.0,2024.0,JUIL,DGD,AUTRES PRODUITS,Taxe sur la Valeur Ajoutée,TVA,HP,141338258.0,240287981.0,98949723.0,1.7000915703941957,7.0,2024-07-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,441.0,2024.0,JUIL,DGD,AUTRES PRODUITS,Droits d'Accises ,ACC,,44934319.0,18165056.0,-26769263.0,0.404257957041699,7.0,2024-07-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,442.0,2024.0,JUIL,DGD,AUTRES PRODUITS,Droit Fiscal à L'Importation,DFI,HP,90293502.0,275032406.0,184738904.0,3.0459822679155804,7.0,2024-07-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,443.0,2024.0,JUIL,DGD,AUTRES PRODUITS,Droit de Magasinage,DM,,67589.0,40000.0,-27589.0,0.5918122771456894,7.0,2024-07-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,444.0,2024.0,JUIL,DGD,AUTRES PRODUITS,Taxe d'Entreposage,TEN,HP,13500798.0,2086065.0,-11414733.0,0.1545141998272991,7.0,2024-07-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,445.0,2024.0,JUIL,DGD,AUTRES PRODUITS,Redevance Traitement Liquidation,RTL,HP,25564669.0,46615485.0,21050816.0,1.8234339353269151,7.0,2024-07-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,446.0,2024.0,JUIL,DGD,AUTRES PRODUITS,Produit Vente aux Enchéres,PVE,,776690.0,460711.0,-315979.0,0.593172308128082,7.0,2024-07-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,447.0,2024.0,JUIL,DGD,AUTRES PRODUITS,Taxe d'Enregistrement,TE,,14383253.0,5860085.0,-8523168.0,0.4074241758801016,7.0,2024-07-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,448.0,2024.0,JUIL,DGD,AUTRES PRODUITS,Taxe Conjoncturelle de Protection,TCP,,2948095.0,2596271.0,-351824.0,0.8806605621596318,7.0,2024-07-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,449.0,2024.0,JUIL,DGD,AUTRES PRODUITS,Redevance Prèstation Administrative,RPA,,434791.0,358600.0,-76191.0,0.8247640820532164,7.0,2024-07-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,450.0,2024.0,JUIL,DGD,AUTRES PRODUITS,Amendes et Confiscations douanières,AC,,6253967.0,663991.0,-5589976.0,0.1061711710343211,7.0,2024-07-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,451.0,2024.0,JUIL,DGD,AUTRES PRODUITS,Droit Fiscal de Sortie ( produits de crue ),DFS,,494633.0,556771.0,62138.0,1.1256244528771835,7.0,2024-07-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,452.0,2024.0,JUIL,DGD,AUTRES PRODUITS,Autres Comptes à Recevoir (Exclos),ACR,,11140621.0,322332.0,-10818289.0,0.0289330370362657,7.0,2024-07-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,453.0,2024.0,JUIL,DGD,RECETTES D'ORDRES,Redevance Entretien Routier,RER,P,33293078.0,86599405.0,53306327.0,2.601123422712673,7.0,2024-07-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,454.0,2024.0,JUIL,DGD,RECETTES D'ORDRES,Chèque Trésor Série Spécial ,CTSS,,23386241.0,12236137.0,-11150104.0,0.5232194861927575,7.0,2024-07-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,455.0,2024.0,AOÛT,DGD,PRODUITS PETROLIERS,Taxe sur la Valeur Ajoutée,TVA,P,-469482.0,140167852.0,140637334.0,-298.5585219454633,8.0,2024-08-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,456.0,2024.0,AOÛT,DGD,PRODUITS PETROLIERS,Taxe Specifique sur les Produits Petroliers,TSPP,P,32291740.0,1625423.0,-30666317.0,0.050335565689554,8.0,2024-08-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,457.0,2024.0,AOÛT,DGD,PRODUITS PETROLIERS,Droit Fiscal à L'Importation,DFI,P,59083911.0,81432351.0,22348440.0,1.378249164988418,8.0,2024-08-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,458.0,2024.0,AOÛT,DGD,PRODUITS PETROLIERS,Taxe d'Entreposage,TEN,P,6310401.0,7788536.0,1478135.0,1.2342378875763995,8.0,2024-08-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,459.0,2024.0,AOÛT,DGD,PRODUITS PETROLIERS,Redevance Traitement Liquidation,RTL,P,68528632.0,20433356.0,-48095276.0,0.2981725361159989,8.0,2024-08-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,460.0,2024.0,AOÛT,DGD, PRODUITS MINIERS,Taxe à l' Exportation sur les Substances Minières,TESM,,162808250.0,120765055.0,-42043195.0,0.7417625028215707,8.0,2024-08-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,461.0,2024.0,AOÛT,DGD, PRODUITS MINIERS,Taxe à l' Exportation sur la Production Artisanale de l'Or et autres pièrres précieuse ,,,9645898.0,1926848.0,-7719050.0,0.1997582806701874,8.0,2024-08-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,462.0,2024.0,AOÛT,DGD,AUTRES PRODUITS,Taxe sur la Valeur Ajoutée,TVA,HP,125363427.0,268950730.0,143587303.0,2.1453683616993016,8.0,2024-08-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,463.0,2024.0,AOÛT,DGD,AUTRES PRODUITS,Droits d'Accises ,ACC,,42532190.0,16977137.0,-25555053.0,0.3991597187918139,8.0,2024-08-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,464.0,2024.0,AOÛT,DGD,AUTRES PRODUITS,Droit Fiscal à L'Importation,DFI,HP,112241223.0,237836248.0,125595025.0,2.118974131277953,8.0,2024-08-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,465.0,2024.0,AOÛT,DGD,AUTRES PRODUITS,Droit de Magasinage,DM,,67589.0,30000.0,-37589.0,0.443859207859267,8.0,2024-08-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,466.0,2024.0,AOÛT,DGD,AUTRES PRODUITS,Taxe d'Entreposage,TEN,HP,13205891.0,2261810.0,-10944081.0,0.1712728054472053,8.0,2024-08-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,467.0,2024.0,AOÛT,DGD,AUTRES PRODUITS,Redevance Traitement Liquidation,RTL,HP,23269762.0,48682022.0,25412260.0,2.0920721922295553,8.0,2024-08-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,468.0,2024.0,AOÛT,DGD,AUTRES PRODUITS,Produit Vente aux Enchéres,PVE,,791097.0,939410.0,148313.0,1.1874776418062514,8.0,2024-08-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,469.0,2024.0,AOÛT,DGD,AUTRES PRODUITS,Taxe d'Enregistrement,TE,,13964098.0,6349237.0,-7614861.0,0.4546829304692648,8.0,2024-08-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,470.0,2024.0,AOÛT,DGD,AUTRES PRODUITS,Taxe Conjoncturelle de Protection,TCP,,3098690.0,3570923.0,472233.0,1.1523976260936073,8.0,2024-08-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,471.0,2024.0,AOÛT,DGD,AUTRES PRODUITS,Redevance Prèstation Administrative,RPA,,398324.0,359900.0,-38424.0,0.9035358150651228,8.0,2024-08-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,472.0,2024.0,AOÛT,DGD,AUTRES PRODUITS,Amendes et Confiscations douanières,AC,,6253967.0,63908.0,-6190059.0,0.0102187939271185,8.0,2024-08-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,473.0,2024.0,AOÛT,DGD,AUTRES PRODUITS,Droit Fiscal de Sortie ( produits de crue ),DFS,,404593.0,812179.0,407586.0,2.007397557545484,8.0,2024-08-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,474.0,2024.0,AOÛT,DGD,AUTRES PRODUITS,Autres Comptes à Recevoir (Exclos),ACR,,0.0,513357.0,513357.0,0.0,8.0,2024-08-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,475.0,2024.0,AOÛT,DGD,RECETTES D'ORDRES,Redevance Entretien Routier,RER,P,33916531.0,83374319.0,49457788.0,2.4582207124897297,8.0,2024-08-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,476.0,2024.0,AOÛT,DGD,RECETTES D'ORDRES,Chèque Trésor Série Spécial ,CTSS,,26852386.0,9780620.0,-17071766.0,0.3642365337664965,8.0,2024-08-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,477.0,2024.0,SEPT,DGD,PRODUITS PETROLIERS,Taxe sur la Valeur Ajoutée,TVA,P,15794207.0,106158159.0,90363952.0,6.721335170547024,9.0,2024-09-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,478.0,2024.0,SEPT,DGD,PRODUITS PETROLIERS,Taxe Specifique sur les Produits Petroliers,TSPP,P,29130818.0,2374369.0,-26756449.0,0.0815071173078627,9.0,2024-09-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,479.0,2024.0,SEPT,DGD,PRODUITS PETROLIERS,Droit Fiscal à L'Importation,DFI,P,57961684.0,77788388.0,19826704.0,1.342065699816451,9.0,2024-09-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,480.0,2024.0,SEPT,DGD,PRODUITS PETROLIERS,Taxe d'Entreposage,TEN,P,6310401.0,4755995.0,-1554406.0,0.7536755588115557,9.0,2024-09-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,481.0,2024.0,SEPT,DGD,PRODUITS PETROLIERS,Redevance Traitement Liquidation,RTL,P,65006952.0,14547473.0,-50459479.0,0.2237833424338984,9.0,2024-09-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,482.0,2024.0,SEPT,DGD, PRODUITS MINIERS,Taxe à l' Exportation sur les Substances Minières,TESM,,168594808.0,146728406.0,-21866402.0,0.8703020439395738,9.0,2024-09-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,483.0,2024.0,SEPT,DGD, PRODUITS MINIERS,Taxe à l' Exportation sur la Production Artisanale de l'Or et autres pièrres précieuse ,,,9479014.0,1855054.0,-7623960.0,0.1957011562595012,9.0,2024-09-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,484.0,2024.0,SEPT,DGD,AUTRES PRODUITS,Taxe sur la Valeur Ajoutée,TVA,HP,168411517.0,271329242.0,102917725.0,1.6111085918191688,9.0,2024-09-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,485.0,2024.0,SEPT,DGD,AUTRES PRODUITS,Droits d'Accises ,ACC,,46313560.0,17846727.0,-28466833.0,0.3853456093636507,9.0,2024-09-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,486.0,2024.0,SEPT,DGD,AUTRES PRODUITS,Droit Fiscal à L'Importation,DFI,HP,105816661.0,217379163.0,111562502.0,2.054299965106629,9.0,2024-09-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,487.0,2024.0,SEPT,DGD,AUTRES PRODUITS,Droit de Magasinage,DM,,67589.0,30000.0,-37589.0,0.443859207859267,9.0,2024-09-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,488.0,2024.0,SEPT,DGD,AUTRES PRODUITS,Taxe d'Entreposage,TEN,HP,13975704.0,2180822.0,-11794882.0,0.1560438028739017,9.0,2024-09-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,489.0,2024.0,SEPT,DGD,AUTRES PRODUITS,Redevance Traitement Liquidation,RTL,HP,26039575.0,45372169.0,19332594.0,1.7424312416773315,9.0,2024-09-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,490.0,2024.0,SEPT,DGD,AUTRES PRODUITS,Produit Vente aux Enchéres,PVE,,832490.0,352111.0,-480379.0,0.4229612367716128,9.0,2024-09-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,491.0,2024.0,SEPT,DGD,AUTRES PRODUITS,Taxe d'Enregistrement,TE,,14432847.0,5883156.0,-8549691.0,0.4076226956469503,9.0,2024-09-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,492.0,2024.0,SEPT,DGD,AUTRES PRODUITS,Taxe Conjoncturelle de Protection,TCP,,3225945.0,2132708.0,-1093237.0,0.6611110852788873,9.0,2024-09-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,493.0,2024.0,SEPT,DGD,AUTRES PRODUITS,Redevance Prèstation Administrative,RPA,,433100.0,522450.0,89350.0,1.2063033941353036,9.0,2024-09-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,494.0,2024.0,SEPT,DGD,AUTRES PRODUITS,Amendes et Confiscations douanières,AC,,6253967.0,595222.0,-5658745.0,0.0951751104538927,9.0,2024-09-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,495.0,2024.0,SEPT,DGD,AUTRES PRODUITS,Droit Fiscal de Sortie ( produits de crue ),DFS,,460190.0,338149.0,-122041.0,0.7348030161455051,9.0,2024-09-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,496.0,2024.0,SEPT,DGD,AUTRES PRODUITS,Autres Comptes à Recevoir (Exclos),ACR,,0.0,1305890.0,1305890.0,0.0,9.0,2024-09-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,497.0,2024.0,SEPT,DGD,RECETTES D'ORDRES,Redevance Entretien Routier,RER,P,37236484.0,60991519.0,23755035.0,1.6379505379723822,9.0,2024-09-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,498.0,2024.0,SEPT,DGD,RECETTES D'ORDRES,Chèque Trésor Série Spécial ,CTSS,,25188024.0,13255168.0,-11932856.0,0.5262488236473016,9.0,2024-09-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,499.0,2024.0,OCT,DGD,PRODUITS PETROLIERS,Taxe sur la Valeur Ajoutée,TVA,P,4918236.0,108443928.0,103525692.0,22.04935428068112,10.0,2024-10-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,500.0,2024.0,OCT,DGD,PRODUITS PETROLIERS,Taxe Specifique sur les Produits Petroliers,TSPP,P,32248618.0,8535094.0,-23713524.0,0.2646654191506749,10.0,2024-10-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,501.0,2024.0,OCT,DGD,PRODUITS PETROLIERS,Droit Fiscal à L'Importation,DFI,P,43611013.0,78915028.0,35304015.0,1.8095206364502472,10.0,2024-10-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,502.0,2024.0,OCT,DGD,PRODUITS PETROLIERS,Taxe d'Entreposage,TEN,P,6310401.0,7399780.0,1089379.0,1.1726322938906737,10.0,2024-10-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,503.0,2024.0,OCT,DGD,PRODUITS PETROLIERS,Redevance Traitement Liquidation,RTL,P,72217561.0,17723489.0,-54494072.0,0.2454179946619908,10.0,2024-10-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,504.0,2024.0,OCT,DGD, PRODUITS MINIERS,Taxe à l' Exportation sur les Substances Minières,TESM,,205961066.0,342766998.0,136805932.0,1.6642320058685267,10.0,2024-10-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,505.0,2024.0,OCT,DGD, PRODUITS MINIERS,Taxe à l' Exportation sur la Production Artisanale de l'Or et autres pièrres précieuse ,,,12689153.0,1574668.0,-11114485.0,0.1240955956634773,10.0,2024-10-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,506.0,2024.0,OCT,DGD,AUTRES PRODUITS,Taxe sur la Valeur Ajoutée,TVA,HP,130505636.0,295207200.0,164701564.0,2.2620264461222197,10.0,2024-10-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,507.0,2024.0,OCT,DGD,AUTRES PRODUITS,Droits d'Accises ,ACC,,43273098.0,21624417.0,-21648681.0,0.4997196410573608,10.0,2024-10-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,508.0,2024.0,OCT,DGD,AUTRES PRODUITS,Droit Fiscal à L'Importation,DFI,HP,75857994.0,297262669.0,221404675.0,3.918672948298633,10.0,2024-10-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,509.0,2024.0,OCT,DGD,AUTRES PRODUITS,Droit de Magasinage,DM,,67589.0,50000.0,-17589.0,0.7397653464321118,10.0,2024-10-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,510.0,2024.0,OCT,DGD,AUTRES PRODUITS,Taxe d'Entreposage,TEN,HP,15474365.0,2110185.0,-13364180.0,0.1363665003378167,10.0,2024-10-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,511.0,2024.0,OCT,DGD,AUTRES PRODUITS,Redevance Traitement Liquidation,RTL,HP,20538236.0,60431255.0,39893019.0,2.942378060121619,10.0,2024-10-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,512.0,2024.0,OCT,DGD,AUTRES PRODUITS,Produit Vente aux Enchéres,PVE,,757493.0,638329.0,-119164.0,0.8426863350552415,10.0,2024-10-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,513.0,2024.0,OCT,DGD,AUTRES PRODUITS,Taxe d'Enregistrement,TE,,14801051.0,8879200.0,-5921851.0,0.5999033447016702,10.0,2024-10-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,514.0,2024.0,OCT,DGD,AUTRES PRODUITS,Taxe Conjoncturelle de Protection,TCP,,3086592.0,2391639.0,-694953.0,0.7748477932943518,10.0,2024-10-01
